source,query,title,authors,year,doi,venue,url,relevance_score,notes
crossref,robot adaptability physical drift,"snake-like robot with fusion gait for high environmental adaptability: design, modeling, and experiment",Wang; Gao; Ma,2017,10.3390/app7111133,Applied Sciences,https://doi.org/10.3390/app7111133,3,
crossref,robot policy drift,the local governance of prostitution: regulatory drift and implementation capture,Wagenaar; Amesberger; Altink,2017,10.1332/policypress/9781447324249.003.0003,Designing Prostitution Policy,https://doi.org/10.1332/policypress/9781447324249.003.0003,3,
crossref,robot skill aging,utilization and surgical skill transferability of the simulator robot to the clinical robot for urology surgery,Zhong; Mancuso,2017,10.1159/000449473,Urologia Internationalis,https://doi.org/10.1159/000449473,3,
crossref,robot policy drift,"“who’s johnny?” anthropomorphic framing in human–robot interaction, integration, and policy",Darling,2017,10.1093/oso/9780190652951.003.0012,Oxford Scholarship Online,https://doi.org/10.1093/oso/9780190652951.003.0012,3,
crossref,dexterous manipulation adaptation,achieving dexterous manipulation for minimally invasive surgical robots through the use of hydraulics,Berg; Li; Erdman,2018,10.31224/osf.io/dqg7m,,https://doi.org/10.31224/osf.io/dqg7m,3,
crossref,world model robot adaptation,adaptation of the geometric model of a 6 dof serial robot to the task space,Gutiérrez; Chanal; Durieux; Duc,2018,10.1007/978-3-319-60867-9_65,Mechanisms and Machine Science,https://doi.org/10.1007/978-3-319-60867-9_65,3,
crossref,robot policy drift,approaching an independent australian foreign and defence policy,Dalrymple,2018,10.4324/9781315191959-2,Continental Drift,https://doi.org/10.4324/9781315191959-2,3,
crossref,robot calibration drift,bio-inspired multi-sensor fusion and calibration for robot place learning and recognition,Jacobson,2018,10.5204/thesis.eprints.116179,,https://doi.org/10.5204/thesis.eprints.116179,3,
crossref,robot calibration drift,blind drift calibration of sensor networks using multi-output gaussian process,Yang; Wang; Yang,2018,10.1109/icsens.2018.8589548,2018 IEEE SENSORS,https://doi.org/10.1109/icsens.2018.8589548,3,
crossref,robot calibration drift,camera-aided robot calibration,Zhuang; Roth,2018,10.1201/9781315138725,,https://doi.org/10.1201/9781315138725,3,
crossref,robot adaptation drift,cdaci: concept drift detection and adaptation to classify imbalanced data streams,Bhowmick; Narvekar; Bhimdiwala; Raman,2018,10.1109/punecon.2018.8745380,2018 IEEE Punecon,https://doi.org/10.1109/punecon.2018.8745380,3,
crossref,robot adaptability physical drift,chemical and physical influences on invertebrate drift in subarctic alaskan streams,LaPerriere,2018,10.31274/rtd-180817-1784,,https://doi.org/10.31274/rtd-180817-1784,3,
crossref,robot online adaptation manipulation,"dogwhistles, political manipulation, and philosophy of language",Saul,2018,10.1093/oso/9780198738831.003.0013,Oxford Scholarship Online,https://doi.org/10.1093/oso/9780198738831.003.0013,3,
crossref,robot adaptation drift,domain adaptation guided drift compensation,Zhang; Tian; Zhang,2018,10.1007/978-981-13-2167-2_10,Electronic Nose: Algorithmic Challenges,https://doi.org/10.1007/978-981-13-2167-2_10,3,
crossref,robot policy drift,east timor and the watershed in policy,Dalrymple,2018,10.4324/9781315191959-9,Continental Drift,https://doi.org/10.4324/9781315191959-9,3,
crossref,world model robot adaptation,environment model adaptation for mobile robot exploration,Nelson; Corah; Michael,2018,10.1007/s10514-017-9669-2,Autonomous Robots,https://doi.org/10.1007/s10514-017-9669-2,3,
crossref,robot fault recovery manipulation,human-robot collaboration based on dynamic compensation: from micro-manipulation to macro-manipulation,Huang; Ishikawa; Yamakawa,2018,10.1109/roman.2018.8525761,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/roman.2018.8525761,3,
crossref,robot continual learning manipulation,human-robot interactive learning architecture using ontologies and symbol manipulation,Angleraud; Houbre; Kyrki; Pieters,2018,10.1109/roman.2018.8525580,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/roman.2018.8525580,3,
crossref,robot adaptability physical drift,increasing trust in human–robot medical interactions: effects of transparency and adaptability,Fischer; Weigelin; Bodenhagen,2018,10.1515/pjbr-2018-0007,"Paladyn, Journal of Behavioral Robotics",https://doi.org/10.1515/pjbr-2018-0007,3,
crossref,robot policy drift,inertial human motion estimation for physical human-robot interaction using an interaction velocity update to reduce drift,Kyrkjebø,2018,10.1145/3173386.3176955,Companion of the 2018 ACM/IEEE International Conference on Human-Robot Interaction,https://doi.org/10.1145/3173386.3176955,3,
crossref,robot calibration drift,kinematic identification,Zhuang; Roth,2018,10.1201/9781315138725-6,Camera-Aided Robot Calibration,https://doi.org/10.1201/9781315138725-6,3,
crossref,policy drift robotics,laser–visual–inertial odometry and mapping with high robustness and low drift,Zhang; Singh,2018,10.1002/rob.21809,Journal of Field Robotics,https://doi.org/10.1002/rob.21809,3,
crossref,robot online adaptation manipulation,"libertarian paternalism, manipulation, and the shaping of preferences",Hanna,2018,10.1093/oso/9780190877132.003.0008,Oxford Scholarship Online,https://doi.org/10.1093/oso/9780190877132.003.0008,3,
crossref,robot adaptation drift,"local adaptation and ecological differentiation under selection, migration, and drift in<i>arabidopsis lyrata</i>*",Hämälä; Mattila; Savolainen,2018,10.1111/evo.13502,Evolution,https://doi.org/10.1111/evo.13502,3,
crossref,robot online adaptation manipulation,online adaptation of robot pushing control to object properties,Krivic; Piater,2018,10.1109/iros.2018.8594192,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros.2018.8594192,3,
crossref,robot online adaptation manipulation,online human muscle force estimation for fatigue management in human-robot co-manipulation,Peternel; Fang; Tsagarakis; Ajoudani,2018,10.1109/iros.2018.8593705,2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros.2018.8593705,3,
crossref,robot online adaptation manipulation,online model adaptation for uav tracking with convolutional neural network,Sun; Wang; Laganiere,2018,10.1109/crv.2018.00053,2018 15th Conference on Computer and Robot Vision (CRV),https://doi.org/10.1109/crv.2018.00053,3,
crossref,robot policy drift,policy drift: shared powers and the making of us law and policy,Béland,2018,10.1111/padm.12539,Public Administration,https://doi.org/10.1111/padm.12539,3,
crossref,robot fault recovery manipulation,recovering from external disturbances in online manipulation through state-dependent revertive recovery policies,Wu; Luo; Lin; Duan; Guan; Rojas,2018,10.1109/roman.2018.8525771,2018 27th IEEE International Symposium on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/roman.2018.8525771,3,
crossref,robot online adaptation manipulation,robot adaptation to human physical fatigue in human–robot co-manipulation,Peternel; Tsagarakis; Caldwell; Ajoudani,2018,10.1007/s10514-017-9678-1,Autonomous Robots,https://doi.org/10.1007/s10514-017-9678-1,3,
arxiv,,robustness via retrying: closed-loop robotic manipulation with self-supervised learning,Frederik Ebert; Sudeep Dasari; Alex X. Lee; Sergey Levine; Chelsea Finn,2018,,arXiv,http://arxiv.org/abs/1810.03043v1,3,
crossref,robot fault recovery manipulation,software framework for an intelligent mobile manipulation robot,Yi,2018,10.1109/ict-robot.2018.8549895,2018 International Conference on Information and Communication Technology Robotics (ICT-ROBOT),https://doi.org/10.1109/ict-robot.2018.8549895,3,
crossref,world model robot adaptation,a computational model of human decision making and learning for assessment of co-adaptation in neuro-adaptive human-robot interaction,Ehrlich; Cheng,2019,10.1109/smc.2019.8913872,"2019 IEEE International Conference on Systems, Man and Cybernetics (SMC)",https://doi.org/10.1109/smc.2019.8913872,3,
crossref,robot online adaptation manipulation,a fast online frequency adaptation mechanism for cpg-based robot motion control,Thor; Manoonpong,2019,10.1109/lra.2019.2926660,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2019.2926660,3,
crossref,world model robot adaptation,a mathematical model of the pneumatic force sensor for robot-assisted surgery,Gaudeni; Prattichizzo,2019,10.1109/whc.2019.8816087,2019 IEEE World Haptics Conference (WHC),https://doi.org/10.1109/whc.2019.8816087,3,
crossref,robot adaptation drift,adaptation and transfer of robot motion policies for close proximity human-robot interaction,Hoang Dinh; Oguz; Elsayed; Wollherr,2019,10.3389/frobt.2019.00069,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2019.00069,3,
crossref,robot fault recovery manipulation,classifying compliant manipulation,Leidner,2019,10.1007/978-3-030-04858-7_3,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-030-04858-7_3,3,
crossref,robot forgetting continual learning,continual palmprint recognition without forgetting,Du; Zhong; Shao,2019,10.1109/icip.2019.8803748,2019 IEEE International Conference on Image Processing (ICIP),https://doi.org/10.1109/icip.2019.8803748,3,
crossref,robot continual learning manipulation,continual representation learning for images with variational continual auto-encoder,Jeon; Shin,2019,10.5220/0007687103670373,Proceedings of the 11th International Conference on Agents and Artificial Intelligence,https://doi.org/10.5220/0007687103670373,3,
crossref,robot adaptability physical drift,design and development of a low cost rescue robot with environmental adaptability,Ravendran; Ponpai; Yodvanich; Faichokchai; Hsu,2019,10.1109/icsse.2019.8823116,2019 International Conference on System Science and Engineering (ICSSE),https://doi.org/10.1109/icsse.2019.8823116,3,
crossref,robot adaptability physical drift,design of an underactuated legged robot with prismatic legs for passive adaptability to terrain,Noh; Dollar,2019,10.1115/detc2019-98118,Volume 5A: 43rd Mechanisms and Robotics Conference,https://doi.org/10.1115/detc2019-98118,3,
crossref,dexterous manipulation adaptation,development of a robotic arm for mini-class rov dexterous manipulation,Koch; Leichty,2019,10.23919/oceans40490.2019.8962714,OCEANS 2019 MTS/IEEE SEATTLE,https://doi.org/10.23919/oceans40490.2019.8962714,3,
crossref,robot adaptation drift,drift adaptation via joint distribution alignment,Zhang; Lu; Zhang,2019,10.1109/iske47853.2019.9170335,2019 IEEE 14th International Conference on Intelligent Systems and Knowledge Engineering (ISKE),https://doi.org/10.1109/iske47853.2019.9170335,3,
crossref,robot adaptation drift,"drift, adaptation, resilience and reliability: toward an empirical clarification",Pettersen; Schulman,2019,10.1016/j.ssci.2016.03.004,Safety Science,https://doi.org/10.1016/j.ssci.2016.03.004,3,
crossref,policy drift robotics,ebic-based drift compensation for an automated ebid fabrication process,Bartenwerfer; Fatikow,2019,10.1109/marss.2019.8860950,"2019 International Conference on Manipulation, Automation and Robotics at Small Scales (MARSS)",https://doi.org/10.1109/marss.2019.8860950,3,
crossref,robot policy drift,evolutionary approaches to the concept of drift in policy studies,Kay; Baines,2019,10.1080/19460171.2017.1414618,Critical Policy Studies,https://doi.org/10.1080/19460171.2017.1414618,3,
crossref,robot adaptability physical drift,exercise-induced fatigue impairs visuomotor adaptability in physical education students,Zwierko; Wąsik,2019,10.15561/20755279.2019.0608,Physical education of students,https://doi.org/10.15561/20755279.2019.0608,3,
crossref,robot fault recovery manipulation,"fault detection, isolation and recovery [working title]",,2019,10.5772/intechopen.83277,,https://doi.org/10.5772/intechopen.83277,3,
crossref,robot policy drift,institutional drift in international biotechnology regulation,Rabitz,2019,10.1111/1758-5899.12652,Global Policy,https://doi.org/10.1111/1758-5899.12652,3,
arxiv,,learning to combine primitive skills: a step towards versatile robotic manipulation,Robin Strudel; Alexander Pashevich; Igor Kalevatykh; Ivan Laptev; Josef Sivic; Cordelia Schmid,2019,,arXiv,http://arxiv.org/abs/1908.00722v3,3,
arxiv,,learning to scaffold the development of robotic manipulation skills,Lin Shao; Toki Migimatsu; Jeannette Bohg,2019,,arXiv,http://arxiv.org/abs/1911.00969v3,3,
crossref,robot forgetting continual learning,multi-task learning and catastrophic forgetting in continual reinforcement learning,Ribeiro; Melo; Dias,2019,10.29007/g7bg,EPiC Series in Computing,https://doi.org/10.29007/g7bg,3,
crossref,robot policy drift,on stabilization of nonlinear systems with drift by time-varying feedback laws,Zuyev; Grushkovskaya,2019,10.1109/romoco.2019.8787353,2019 12th International Workshop on Robot Motion and Control (RoMoCo),https://doi.org/10.1109/romoco.2019.8787353,3,
crossref,robot fault recovery manipulation,planning everyday manipulation tasks,Leidner,2019,10.1007/978-3-030-04858-7_5,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-030-04858-7_5,3,
crossref,robot policy drift,policy drift: shared powers and the making of u.s. law and policy,Ryan,2019,10.1002/polq.12909,Political Science Quarterly,https://doi.org/10.1002/polq.12909,3,
crossref,robot forgetting continual learning,preempting catastrophic forgetting in continual learning models by anticipatory regularization,Khatib; Karray,2019,10.1109/ijcnn.2019.8852426,2019 International Joint Conference on Neural Networks (IJCNN),https://doi.org/10.1109/ijcnn.2019.8852426,3,
crossref,robot forgetting continual learning,psycholinguistics meets continual learning: measuring catastrophic forgetting in visual question answering,Greco; Plank; Fernández; Bernardi,2019,10.18653/v1/p19-1350,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,https://doi.org/10.18653/v1/p19-1350,3,
crossref,robot fault recovery manipulation,regional feedback control of robot with application to optical manipulation of biological cells,Li,2019,10.32657/10356/52040,,https://doi.org/10.32657/10356/52040,3,
crossref,robot fault recovery manipulation,representations for compliant manipulation,Leidner,2019,10.1007/978-3-030-04858-7_4,Springer Tracts in Advanced Robotics,https://doi.org/10.1007/978-3-030-04858-7_4,3,
crossref,robot continual learning manipulation,review of deep reinforcement learning for robot manipulation,Nguyen; La,2019,10.1109/irc.2019.00120,2019 Third IEEE International Conference on Robotic Computing (IRC),https://doi.org/10.1109/irc.2019.00120,3,
crossref,robot calibration drift,the impact of drift angle control and ltan drift towards hyperspectral solar occultation and calibration,Wen; Yang; Li; Sun; Jiang,2019,10.1117/12.2521905,Fifth Symposium on Novel Optoelectronic Detection Technology and Application,https://doi.org/10.1117/12.2521905,3,
crossref,robot lifelong learning manipulation,towards a robot architecture for situated lifelong object learning,Part; Lemon,2019,10.1109/iros40897.2019.8968166,2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),https://doi.org/10.1109/iros40897.2019.8968166,3,
crossref,robot skill evaluation,virtual reality training in robot-­assisted surgery: a novel experimental setup for skill transfer evaluation,; Caccianiga; Mariani; Momi; ; Brown,2019,10.31256/hsmr2019.45,The Hamlyn Symposium on Medical Robotics,https://doi.org/10.31256/hsmr2019.45,3,
crossref,robot policy drift,"1. the making of law, policy, and policy drifts",,2020,10.18574/nyu/9781479845040.003.0004,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0004,3,
crossref,robot policy drift,2. privacy rights and u.s. surveillance policy drifts,,2020,10.18574/nyu/9781479845040.003.0005,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0005,3,
crossref,robot policy drift,3. civil rights law and policy drifts,,2020,10.18574/nyu/9781479845040.003.0006,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0006,3,
crossref,robot policy drift,4. the politics of climate control policy drifts,,2020,10.18574/nyu/9781479845040.003.0007,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0007,3,
crossref,robot policy drift,5. conclusions,,2020,10.18574/nyu/9781479845040.003.0008,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0008,3,
crossref,robot policy drift,about the author,,2020,10.18574/nyu/9781479845040.003.0012,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0012,3,
crossref,robot calibration drift,accurate drift time determination by traveling wave ion mobility spectrometry: the concept of the diffusion calibration,,2020,10.1021/acs.analchem.6b03215.s001,,https://doi.org/10.1021/acs.analchem.6b03215.s001,3,
crossref,world model robot adaptation,adaptation to the post pandemic world: a behavioural study,Borpujari,2020,10.26524/royal.41.6,"""The war with pandemic world ""LOCK DOWN LIFE",https://doi.org/10.26524/royal.41.6,3,
crossref,robot lifelong learning manipulation,age and lifelong learning,Bal,2020,10.1093/oxfordhb/9780197506707.013.32,"The Oxford Handbook of Lifelong Learning, Second Edition",https://doi.org/10.1093/oxfordhb/9780197506707.013.32,3,
crossref,robot skill evaluation,an evaluation of inanimate and virtual reality training for psychomotor skill development in robot-assisted minimally invasive surgery,Caccianiga; Mariani; De Momi; Cantarero; Brown,2020,10.1109/tmrb.2020.2990692,IEEE Transactions on Medical Robotics and Bionics,https://doi.org/10.1109/tmrb.2020.2990692,3,
crossref,robot continual learning manipulation,an open-ended continual learning for food recognition using class incremental extreme learning machines,Tahir; Loo,2020,10.1109/access.2020.2991810,IEEE Access,https://doi.org/10.1109/access.2020.2991810,3,
crossref,robot adaptation drift,concept drift adaptation for acoustic scene classifier based on gaussian mixture model,Id; Abe; Hara,2020,10.1109/tencon50793.2020.9293766,2020 IEEE REGION 10 CONFERENCE (TENCON),https://doi.org/10.1109/tencon50793.2020.9293766,3,
crossref,robot policy drift,contents,,2020,10.18574/nyu/9781479845040.003.0002,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0002,3,
crossref,robot continual learning manipulation,"continual learning for affective robotics: why, what and how?",Churamani; Kalkan; Gunes,2020,10.1109/ro-man47096.2020.9223564,2020 29th IEEE International Conference on Robot and Human Interactive Communication (RO-MAN),https://doi.org/10.1109/ro-man47096.2020.9223564,3,
crossref,world model robot adaptation,developing a patient-therapist-robot user model for motivation in neurorehabilitation therapies,Bundea,2020,10.1145/3340631.3398679,"Proceedings of the 28th ACM Conference on User Modeling, Adaptation and Personalization",https://doi.org/10.1145/3340631.3398679,3,
crossref,policy drift robotics,drift-free latent space representation for soft strain sensors,Thuruthel; Gilday; Iida,2020,10.1109/robosoft48309.2020.9116021,2020 3rd IEEE International Conference on Soft Robotics (RoboSoft),https://doi.org/10.1109/robosoft48309.2020.9116021,3,
crossref,robot calibration drift,drift-insensitive distributed calibration of probe microscope scanner in nanometer range: approach description,,2020,10.37473/dac/10.1016/j.apsusc.2015.10.108,,https://doi.org/10.37473/dac/10.1016/j.apsusc.2015.10.108,3,
crossref,policy drift robotics,fast concept drift detection using unlabeled data,Shang; Zhang; Lu,2020,10.1142/9789811223334_0017,Developments of Artificial Intelligence Technologies in Computation and Robotics,https://doi.org/10.1142/9789811223334_0017,3,
crossref,robot policy drift,from universalization to privatization: drift in indian education policy,Davies,2020,10.3102/1587165,Proceedings of the 2020 AERA Annual Meeting,https://doi.org/10.3102/1587165,3,
crossref,robot policy drift,frontmatter,,2020,10.18574/nyu/9781479845040.003.0001,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0001,3,
crossref,robot adaptation drift,human-like gait adaptation to slippery surfaces for the nao robot wearing instrumented shoes,Ferreira; Franco; Coimbra; Crisóstomo,2020,10.1142/s0219843620500073,International Journal of Humanoid Robotics,https://doi.org/10.1142/s0219843620500073,3,
crossref,robot policy drift,in whose interest? the drift of economic policy,Subramanian,2020,10.4324/9781003050254-3,Futilitarianism,https://doi.org/10.4324/9781003050254-3,3,
crossref,robot calibration drift,intelligent algorithms for non-parametric robot calibration,Turković; Švaco; Jerbić,2020,10.5220/0010176900510058,"Proceedings of the International Conference on Robotics, Computer Vision and Intelligent Systems",https://doi.org/10.5220/0010176900510058,3,
crossref,robot continual learning manipulation,learning grasping points for garment manipulation in robot-assisted dressing,Zhang; Demiris,2020,10.1109/icra40945.2020.9196994,2020 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra40945.2020.9196994,3,
crossref,robot continual learning manipulation,learning to navigate for mobile robot with continual reinforcement learning,Wang; Zhang; Wang,2020,10.23919/ccc50068.2020.9188558,2020 39th Chinese Control Conference (CCC),https://doi.org/10.23919/ccc50068.2020.9188558,3,
crossref,robot lifelong learning manipulation,lifelong learning,London,2020,10.1093/oxfordhb/9780197506707.013.1,"The Oxford Handbook of Lifelong Learning, Second Edition",https://doi.org/10.1093/oxfordhb/9780197506707.013.1,3,
crossref,robot lifelong learning manipulation,models of lifelong learning,Fleming,2020,10.1093/oxfordhb/9780197506707.013.3,"The Oxford Handbook of Lifelong Learning, Second Edition",https://doi.org/10.1093/oxfordhb/9780197506707.013.3,3,
crossref,robot policy drift,notes,,2020,10.18574/nyu/9781479845040.003.0010,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0010,3,
crossref,robot online adaptation manipulation,online motion planning for deforming maneuvering and manipulation by multilinked aerial robot based on differential kinematics,Zhao; Shi; Anzai; Okada; Inaba,2020,10.1109/lra.2020.2967285,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2020.2967285,3,
crossref,robot adaptability physical drift,pinbot: a walking robot with locking pin arrays for passive adaptability to rough terrains,Noh; Dollar,2020,10.1109/icra40945.2020.9197342,2020 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra40945.2020.9197342,3,
crossref,robot policy drift,policy drift,Riccucci,2020,10.18574/nyu/9781479845040.001.0001,,https://doi.org/10.18574/nyu/9781479845040.001.0001,3,
crossref,robot policy drift,preface,,2020,10.18574/nyu/9781479845040.003.0003,Policy Drift,https://doi.org/10.18574/nyu/9781479845040.003.0003,3,
crossref,robot calibration drift,signal drift in liquid chromatography tandem mass spectrometry and its internal standard calibration strategy for quantitative analysis,,2020,10.1021/acs.analchem.0c00633.s001,,https://doi.org/10.1021/acs.analchem.0c00633.s001,3,
crossref,robot calibration drift,tracker endoscope calibration and body-sensor calibration,Bayro-Corrochano,2020,10.1007/978-3-030-34978-3_16,Geometric Algebra Applications Vol. II,https://doi.org/10.1007/978-3-030-34978-3_16,3,
crossref,world model robot adaptation,vor adaptation on a humanoid icub robot using a spiking cerebellar model,Naveros; Luque; Ros; Arleo,2020,10.1109/tcyb.2019.2899246,IEEE Transactions on Cybernetics,https://doi.org/10.1109/tcyb.2019.2899246,3,
crossref,robot forgetting continual learning,what is happening inside a continual learning model? - a representation-based evaluation of representational forgetting -,Murata; Toyota; Ohara,2020,10.1109/cvprw50498.2020.00125,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),https://doi.org/10.1109/cvprw50498.2020.00125,3,
crossref,robot forgetting continual learning,a novel class-wise forgetting detector in continual learning,Pham; Liew; Wang,2021,10.1109/dicta52665.2021.9647137,2021 Digital Image Computing: Techniques and Applications (DICTA),https://doi.org/10.1109/dicta52665.2021.9647137,3,
crossref,robot adaptation drift,a tree-adaptation mechanism for covariate and concept drift,da Silva; Cobe; Vicente,2021,10.52591/lxai202107241,LatinX in AI at International Conference on Machine Learning 2021,https://doi.org/10.52591/lxai202107241,3,
arxiv,,adversarial skill chaining for long-horizon robot manipulation via terminal state regularization,Youngwoon Lee; Joseph J. Lim; Anima Anandkumar; Yuke Zhu,2021,,arXiv,http://arxiv.org/abs/2111.07999v1,3,
crossref,robot forgetting continual learning,adversarial targeted forgetting in regularization and generative based continual learning models,Umer; Polikar,2021,10.1109/ijcnn52387.2021.9533400,2021 International Joint Conference on Neural Networks (IJCNN),https://doi.org/10.1109/ijcnn52387.2021.9533400,3,
crossref,robot policy drift,ai (r)evolution: on the path to robot independence,Rébé,2021,10.1163/9789004458109_002,"Artificial Intelligence: Robot Law, Policy and Ethics",https://doi.org/10.1163/9789004458109_002,3,
crossref,robot adaptability physical drift,an adaptability for arctic sea ice drift retrieval from spaceborne sar data,Qiu; Li,2021,10.1109/bigsardata53212.2021.9574372,2021 SAR in Big Data Era (BIGSARDATA),https://doi.org/10.1109/bigsardata53212.2021.9574372,3,
crossref,robot skill aging,an improvement of robot stiffness-adaptive skill primitive generalization using the surface electromyography in human–robot collaboration,Guan; Wang; Yang,2021,10.3389/fnins.2021.694914,Frontiers in Neuroscience,https://doi.org/10.3389/fnins.2021.694914,3,
crossref,dexterous manipulation adaptation,an introduction to dexterous manipulation in anthromorphic robotic hands,; Castley; Oh,2021,10.17918/etd-3716,,https://doi.org/10.17918/etd-3716,3,
crossref,robot continual learning manipulation,automated pairing manipulation of biological cells with a robot-tweezers manipulation system,Xie; Sun,2021,10.1016/b978-0-12-823449-5.00010-1,Autonomous Robot-Aided Optical Manipulation for Biological Cells,https://doi.org/10.1016/b978-0-12-823449-5.00010-1,3,
arxiv,,bayesian meta-learning for few-shot policy adaptation across robotic platforms,Ali Ghadirzadeh; Xi Chen; Petra Poklukar; Chelsea Finn; Mårten Björkman; Danica Kragic,2021,,arXiv,http://arxiv.org/abs/2103.03697v1,3,
crossref,robot calibration drift,calibration of sea ice drift forecasts using random forest algorithms,Palerme; Müller,2021,10.5194/egusphere-egu21-14317,,https://doi.org/10.5194/egusphere-egu21-14317,3,
crossref,robot continual learning manipulation,cell biopsy using robot-aided optical manipulation of cell reorientation technique,Xie; Sun,2021,10.1016/b978-0-12-823449-5.00008-3,Autonomous Robot-Aided Optical Manipulation for Biological Cells,https://doi.org/10.1016/b978-0-12-823449-5.00008-3,3,
crossref,robotics drift detection,comparative analysis of drift detection based adaptive ensemble model with different drift detection techniques,; Kumar; Singh; ,2021,10.51201/jusst/21/06492,Journal of University of Shanghai for Science and Technology,https://doi.org/10.51201/jusst/21/06492,3,
crossref,robot adaptation drift,concept drift adaptation with incremental–decremental svm,Gâlmeanu; Andonie,2021,10.3390/app11209644,Applied Sciences,https://doi.org/10.3390/app11209644,3,
crossref,robot forgetting continual learning,continual learning for instance segmentation to mitigate catastrophic forgetting,Lee; Il Lee; Kim,2021,10.1109/isocc53507.2021.9613885,2021 18th International SoC Design Conference (ISOCC),https://doi.org/10.1109/isocc53507.2021.9613885,3,
crossref,robot fault recovery manipulation,copyright,,2021,10.1016/b978-0-12-823449-5.09997-4,Autonomous Robot-Aided Optical Manipulation for Biological Cells,https://doi.org/10.1016/b978-0-12-823449-5.09997-4,3,
crossref,robot adaptation drift,disentangling adaptation from drift in bottlenecked and reintroduced populations of alpine ibex,Leigh; Lischer; Guillaume; Grossen; Günther,2021,10.22541/au.161446597.74243424/v1,,https://doi.org/10.22541/au.161446597.74243424/v1,3,
crossref,robot concept drift,drift lens: real-time unsupervised concept drift detection by evaluating per-label embedding distributions,Greco; Cerquitelli,2021,10.1109/icdmw53433.2021.00049,2021 International Conference on Data Mining Workshops (ICDMW),https://doi.org/10.1109/icdmw53433.2021.00049,3,
crossref,robot skill aging,efficient robot skill learning: grounded simulation learning and imitation learning from observation,Stone,2021,10.1109/icarsc52212.2021.9429812,2021 IEEE International Conference on Autonomous Robot Systems and Competitions (ICARSC),https://doi.org/10.1109/icarsc52212.2021.9429812,3,
crossref,robot adaptability physical drift,enhancing model adaptability using concept drift detection for short-term load forecast,Ji; Geng; Jiang,2021,10.1109/icpsasia52756.2021.9621522,2021 IEEE/IAS Industrial and Commercial Power System Asia (I&amp;CPS Asia),https://doi.org/10.1109/icpsasia52756.2021.9621522,3,
crossref,robot skill evaluation,evaluation of pre-training with the da vinci skills simulator on motor skill acquisition in a surgical robotics curriculum,Battaglia; Mueller; Hogg; Rege; Scott; Fey,2021,10.1142/s2424905x21500069,Journal of Medical Robotics Research,https://doi.org/10.1142/s2424905x21500069,3,
crossref,robot fault recovery manipulation,explainable ai for robot failures,Das; Banerjee; Chernova,2021,10.1145/3434073.3444657,Proceedings of the 2021 ACM/IEEE International Conference on Human-Robot Interaction,https://doi.org/10.1145/3434073.3444657,3,
crossref,robot forgetting continual learning,ffnb: forgetting-free neural blocks for deep continual learning,Sahbi; Zhan,2021,10.5244/c.35.361,Proceedings of the British Machine Vision Conference 2021,https://doi.org/10.5244/c.35.361,3,
crossref,robotics drift detection,figure 1: flowchart of drift-detection based adaptive ensemble model.,,2021,10.7717/peerjcs.660/fig-1,,https://doi.org/10.7717/peerjcs.660/fig-1,3,
crossref,robot calibration drift,human–robot collaborative workcell calibration and control,Horváth; Erdős; Kemény,2021,10.1007/978-3-030-69178-3_10,Advanced Human-Robot Collaboration in Manufacturing,https://doi.org/10.1007/978-3-030-69178-3_10,3,
crossref,robot continual learning manipulation,improved learning of robot manipulation tasks via tactile intrinsic motivation,Vulin; Christen; Stevsic; Hilliges,2021,10.1109/lra.2021.3061308,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2021.3061308,3,
crossref,robot fault recovery manipulation,integrating optical tweezers with other manipulation platforms,Xie; Shakoor,2021,10.1016/b978-0-12-823449-5.00009-5,Autonomous Robot-Aided Optical Manipulation for Biological Cells,https://doi.org/10.1016/b978-0-12-823449-5.00009-5,3,
